주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,관리자,반품?,매출,수량,할인율,수익
ID-2024-34814,8/8/24,8/11/24,특급 배송,JS-15880,박경미,소비자,부산진구,부산광역시,대한민국,OFF-BI-10004440,사무용품,바인더,"Cardinal Binder, Economy",Kai,,35125.434,3,0.17,2903.634
IN-2024-32378,12/11/24,12/17/24,표준 배송,RH-19510,한세리,홈 오피스,청도군,경상북도,대한민국,OFF-SU-10004177,사무용품,일반 사무용품,"Fiskars Box Cutter, Easy Grip",Kai,,68189.04,2,0.1,9069.84
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,FUR-CH-10004339,가구,의자,"SAFCO Steel Folding Chair, Red",Luke,,786817.8,9,0,157253.4
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,TEC-AC-10004081,사무기기,악세사리,"Logitech Keyboard, Bluetooth",Luke,,147798,2,0,73868.4
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-PA-10003455,사무용품,종이,"Green Bar Memo Slips, Recycled",Luke,,189169.2,11,0,60251.4
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-BI-10002243,사무용품,바인더,"Wilson Jones 3-Hole Punch, Durable",Luke,,90239.4,3,0,38739.6
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-AR-10003774,사무용품,필기구,"Stanley Sketch Pad, Fluorescent",Luke,,46603.8,1,0,19094.4
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-BI-10001400,사무용품,바인더,"Cardinal 3-Hole Punch, Economy",Luke,,29376,1,0,4406.4
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-LA-10000624,사무용품,라벨,"Hon File Folder Labels, 5000 Label Set",Luke,,9210.6,1,0,3396.6
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,TEC-CO-10001703,사무기기,복사기,"Brother Copy Machine, Laser",Luke,,801505.8,3,0,376655.4
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,FUR-BO-10003282,가구,책장,"Ikea Classic Bookcase, Mobile",Luke,,2535332.4,6,0,811144.8
IN-2024-46777,1/26/24,1/30/24,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,TEC-AC-10004252,사무기기,악세사리,"SanDisk Mouse, Bluetooth",Luke,,78152.4,2,0,734.4
IN-2024-38755,2/1/24,2/5/24,표준 배송,NS-18640,이성혜,기업 고객,동대문구,서울특별시,대한민국,OFF-FA-10004659,사무용품,파스너,"Stockwell Thumb Tacks, 12 Pack",Simon,,26438.4,2,0,8445.6
ID-2024-61120,9/22/24,9/28/24,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-LA-10002674,사무용품,라벨,"Harbour Creations Color Coded Labels, 5000 Label Set",Luke,,24400.44,3,0.4,-13880.16
ID-2024-61120,9/22/24,9/28/24,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-FA-10004398,사무용품,파스너,"OIC Push Pins, 12 Pack",Luke,,43880.4,5,0.4,7313.4
IN-2024-61554,10/23/24,10/28/24,표준 배송,RF-19840,신형우,소비자,가평군,경기도,대한민국,OFF-ST-10003159,사무용품,수납용품,"Smead Trays, Single Width",Simon,,356257.44,8,0.1,31652.64
IN-2024-61554,10/23/24,10/28/24,표준 배송,RF-19840,신형우,소비자,가평군,경기도,대한민국,OFF-AR-10003021,사무용품,필기구,"BIC Sketch Pad, Water Color",Simon,,285534.72,6,0.1,114052.32
IN-2024-13912,8/14/24,8/18/24,표준 배송,MA-17995,소유희,홈 오피스,중랑구,서울특별시,대한민국,OFF-LA-10000219,사무용품,라벨,"Harbour Creations File Folder Labels, Adjustable",Simon,,54100.8,8,0,4651.2
ID-2024-43060,9/4/24,9/8/24,표준 배송,DS-13180,구하영,기업 고객,구리시,경기도,대한민국,FUR-BO-10004821,가구,책장,"Dania Corner Shelving, Traditional",Simon,,672361.56,6,0.1,-165.24
ID-2024-43060,9/4/24,9/8/24,표준 배송,DS-13180,구하영,기업 고객,구리시,경기도,대한민국,TEC-AC-10001600,사무기기,악세사리,"Belkin Numeric Keypad, Bluetooth",Simon,,265072.5,5,0.1,97078.5
ID-2024-37131,2/25/24,2/29/24,표준 배송,RB-19705,백종수,홈 오피스,서대문구,서울특별시,대한민국,OFF-LA-10003379,사무용품,라벨,"Smead Color Coded Labels, Laser Printer Compatible",Simon,,14642.1,2,0.45,-10694.7
ID-2024-37131,2/25/24,2/29/24,표준 배송,RB-19705,백종수,홈 오피스,서대문구,서울특별시,대한민국,TEC-CO-10001674,사무기기,복사기,"Sharp Personal Copier, Color",Simon,,161029.44,2,0.35,7417.44
IN-2024-33498,12/27/24,12/31/24,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-FA-10002890,사무용품,파스너,"Accos Staples, Bulk Pack",Kai,,22338,4,0.5,-1407.6
IN-2024-33498,12/27/24,12/31/24,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-AP-10000775,사무용품,가전,"Breville Blender, Silver",Kai,,92044.8,2,0.5,-22093.2
IN-2024-33498,12/27/24,12/31/24,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-FA-10000757,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",Kai,,11169,2,0.5,-2050.2
IN-2024-33498,12/27/24,12/31/24,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-ST-10004060,사무용품,수납용품,"Fellowes Lockers, Blue",Kai,,211476.6,2,0.5,-29651.4
ID-2024-59769,2/15/24,2/17/24,특급 배송,MB-17305,노백수,소비자,울주군,울산광역시,대한민국,TEC-AC-10002244,사무기기,악세사리,"Enermax Router, Erganomic",Kai,,692346.42,5,0.47,-326633.58
IN-2024-18490,5/28/24,5/30/24,특급 배송,TB-21280,강은경,소비자,무주군,전라북도,대한민국,OFF-ST-10002505,사무용품,수납용품,"Tenex Box, Wire Frame",Edwin,,39544.686,3,0.17,8516.286
ID-2024-42262,10/13/24,10/18/24,표준 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,TEC-CO-10001391,사무기기,복사기,"Sharp Ink, Color",Simon,,346590.9,3,0.1,-45.9
ID-2024-42262,10/13/24,10/18/24,표준 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,TEC-CO-10004170,사무기기,복사기,"HP Wireless Fax, High-Speed",Simon,,1645101.9,5,0.1,402129.9
ID-2024-42262,10/13/24,10/18/24,표준 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,FUR-CH-10004365,가구,의자,"Novimex Rocking Chair, Black",Simon,,236844,2,0.1,15789.6
IN-2024-14402,6/26/24,6/28/24,빠른 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,FUR-CH-10003512,가구,의자,"Novimex Bag Chairs, Set of Two",Simon,,245871,5,0,81090
IN-2024-14402,6/26/24,6/28/24,빠른 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,OFF-AR-10003673,사무용품,필기구,"Sanford Markers, Fluorescent",Simon,,125001,5,0,2448
IN-2024-14402,6/26/24,6/28/24,빠른 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,OFF-FA-10001026,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",Simon,,96390,7,0,9639
ID-2024-43333,7/10/24,7/15/24,표준 배송,JS-15685,우희수,기업 고객,전주시,전라북도,대한민국,TEC-AC-10003895,사무기기,악세사리,"Enermax Mouse, Bluetooth",Edwin,,158218.83,7,0.45,-3073.77
ID-2024-12603,11/17/24,11/17/24,당일 배송,MZ-17515,손예준,기업 고객,합천군,경상남도,대한민국,TEC-AC-10002255,사무기기,악세사리,"Memorex Keyboard, Erganomic",Kai,,141066,2,0,53550
ID-2024-12603,11/17/24,11/17/24,당일 배송,MZ-17515,손예준,기업 고객,합천군,경상남도,대한민국,TEC-PH-10001640,사무기기,전화기,"Motorola Office Telephone, Full Size",Kai,,298044,4,0,122155.2
ID-2024-21542,9/17/24,9/22/24,표준 배송,LC-16930,민주혁,기업 고객,괴산군,충청북도,대한민국,OFF-FA-10001297,사무용품,파스너,"OIC Staples, 12 Pack",Luke,,16478.1,3,0.5,-10235.7
ID-2024-21542,9/17/24,9/22/24,표준 배송,LC-16930,민주혁,기업 고객,괴산군,충청북도,대한민국,FUR-BO-10002510,가구,책장,"Bush 3-Shelf Cabinet, Mobile",Luke,,357138.72,3,0.2,-31267.08
ID-2024-21542,9/17/24,9/22/24,표준 배송,LC-16930,민주혁,기업 고객,괴산군,충청북도,대한민국,FUR-CH-10001664,가구,의자,"Novimex Swivel Stool, Black",Luke,,528865.92,4,0.2,13194.72
IN-2024-19589,1/22/24,1/26/24,표준 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,OFF-PA-10003906,사무용품,종이,"Eaton Memo Slips, Premium",Kai,,34896.852,3,0.17,11763.252
ID-2024-47022,8/1/24,8/6/24,표준 배송,SG-20890,민효신,기업 고객,중구,울산광역시,대한민국,TEC-AC-10004016,사무기기,악세사리,"Memorex Flash Drive, Programmable",Kai,,33409.08,2,0.47,-14510.52
ID-2024-47022,8/1/24,8/6/24,표준 배송,SG-20890,민효신,기업 고객,중구,울산광역시,대한민국,TEC-PH-10000780,사무기기,전화기,"Cisco Smart Phone, with Caller ID",Kai,,2215518.336,4,0.17,640597.536
IN-2024-41121,11/12/24,11/15/24,특급 배송,PL-18925,현한나,홈 오피스,해운대구,부산광역시,대한민국,FUR-BO-10003706,가구,책장,"Sauder Stackable Bookrack, Pine",Kai,,151133.4,2,0.5,-6089.4
IN-2024-51985,10/29/24,11/3/24,표준 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,OFF-BI-10000206,사무용품,바인더,"Wilson Jones Binder Covers, Economy",Simon,Yes,91310.4,8,0,36475.2
ID-2024-24293,10/22/24,10/26/24,표준 배송,DB-13060,이준모,소비자,아산시,충청남도,대한민국,TEC-PH-10004760,사무기기,전화기,"Samsung Office Telephone, with Caller ID",Luke,,165645.756,3,0.17,-24013.044
ID-2024-24293,10/22/24,10/26/24,표준 배송,DB-13060,이준모,소비자,아산시,충청남도,대한민국,OFF-LA-10001669,사무용품,라벨,"Smead Color Coded Labels, Adjustable",Luke,,11839.14,2,0.47,-4746.06
ID-2024-17475,3/17/24,3/22/24,빠른 배송,DH-13075,최나래,기업 고객,서구,대전광역시,대한민국,OFF-EN-10002258,사무용품,봉투,"Jiffy Mailers, with clear poly window",Luke,Yes,44015.652,2,0.47,-6657.948
ID-2024-17475,3/17/24,3/22/24,빠른 배송,DH-13075,최나래,기업 고객,서구,대전광역시,대한민국,OFF-ST-10003295,사무용품,수납용품,"Tenex Lockers, Blue",Luke,Yes,172833.39,1,0.17,18731.79
ID-2024-17475,3/17/24,3/22/24,빠른 배송,DH-13075,최나래,기업 고객,서구,대전광역시,대한민국,FUR-CH-10004082,가구,의자,"Office Star Chairmat, Black",Luke,Yes,141600.582,3,0.27,17395.182
ID-2024-17475,3/17/24,3/22/24,빠른 배송,DH-13075,최나래,기업 고객,서구,대전광역시,대한민국,FUR-BO-10003408,가구,책장,"Ikea 3-Shelf Cabinet, Metal",Luke,Yes,403819.02,3,0.07,56447.82
ID-2024-17475,3/17/24,3/22/24,빠른 배송,DH-13075,최나래,기업 고객,서구,대전광역시,대한민국,OFF-AP-10002326,사무용품,가전,"Hamilton Beach Microwave, White",Luke,Yes,2138384.61,9,0.17,-437982.39
ID-2024-17475,3/17/24,3/22/24,빠른 배송,DH-13075,최나래,기업 고객,서구,대전광역시,대한민국,OFF-ST-10000220,사무용품,수납용품,"Rogers Shelving, Industrial",Luke,Yes,159016.878,3,0.17,1855.278
ID-2024-18154,12/24/24,12/30/24,표준 배송,RP-19270,장주연,기업 고객,남구,대구광역시,대한민국,OFF-FA-10003779,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",Kai,,7508.934,1,0.47,-875.466
IN-2024-62247,8/23/24,8/28/24,표준 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,TEC-MA-10002998,사무기기,전산기기,"Okidata Receipt Printer, Durable",Edwin,,878434.2,7,0,61475.4
IN-2024-43410,8/14/24,8/18/24,빠른 배송,BO-11350,차태민,기업 고객,구로구,서울특별시,대한민국,OFF-BI-10000328,사무용품,바인더,"Acco Binding Machine, Clear",Simon,Yes,139214.7,3,0.1,38601.9
IN-2024-43410,8/14/24,8/18/24,빠른 배송,BO-11350,차태민,기업 고객,구로구,서울특별시,대한민국,FUR-BO-10002444,가구,책장,"Sauder Library with Doors, Mobile",Simon,Yes,716315.4,2,0.1,183018.6
ID-2024-10076,7/9/24,7/13/24,표준 배송,HG-15025,김재윤,소비자,마포구,서울특별시,대한민국,FUR-FU-10003217,가구,가구류,"Tenex Frame, Durable",Simon,,239038.938,3,0.27,-13135.662
ID-2024-10076,7/9/24,7/13/24,표준 배송,HG-15025,김재윤,소비자,마포구,서울특별시,대한민국,FUR-FU-10001130,가구,가구류,"Rubbermaid Stacking Tray, Erganomic",Simon,,49523.346,3,0.27,-48.654
ID-2024-10076,7/9/24,7/13/24,표준 배송,HG-15025,김재윤,소비자,마포구,서울특별시,대한민국,FUR-BO-10004679,가구,책장,"Safco Library with Doors, Pine",Simon,,2968283.232,8,0.07,127624.032
ID-2024-47225,6/19/24,6/23/24,표준 배송,CC-12475,노재성,소비자,수성구,대구광역시,대한민국,OFF-FA-10001621,사무용품,파스너,"OIC Rubber Bands, Bulk Pack",Kai,,27684.126,3,0.47,-6832.674
ID-2024-47225,6/19/24,6/23/24,표준 배송,CC-12475,노재성,소비자,수성구,대구광역시,대한민국,OFF-ST-10003931,사무용품,수납용품,"Smead Lockers, Blue",Kai,,503947.116,3,0.17,-12152.484
ID-2024-23796,11/21/24,11/26/24,표준 배송,GT-14710,윤정하,소비자,은평구,서울특별시,대한민국,TEC-AC-10003750,사무기기,악세사리,"Memorex Memory Card, Erganomic",Simon,,153122.4,3,0.5,-67381.2
ID-2024-23796,11/21/24,11/26/24,표준 배송,GT-14710,윤정하,소비자,은평구,서울특별시,대한민국,OFF-LA-10002493,사무용품,라벨,"Hon Color Coded Labels, Adjustable",Simon,,5462.1,1,0.5,-4176.9
ID-2024-23796,11/21/24,11/26/24,표준 배송,GT-14710,윤정하,소비자,은평구,서울특별시,대한민국,FUR-CH-10001207,가구,의자,"Hon Executive Leather Armchair, Red",Simon,,1874311.2,5,0.2,-117289.8
IN-2024-11945,10/21/24,10/27/24,표준 배송,SS-20140,서수빈,기업 고객,금정구,부산광역시,대한민국,TEC-CO-10000764,사무기기,복사기,"Brother Fax Machine, Color",Kai,,1174966.56,4,0.1,25997.76
ID-2024-26701,12/12/24,12/14/24,특급 배송,KB-16405,현호섭,홈 오피스,경주시,경상북도,대한민국,OFF-FA-10001375,사무용품,파스너,"Accos Clamps, 12 Pack",Kai,,10552.41,1,0.45,-7103.79
IN-2024-61099,5/19/24,5/26/24,표준 배송,AJ-10780,신봄,기업 고객,영천시,경상북도,대한민국,TEC-PH-10000365,사무기기,전화기,"Cisco Office Telephone, with Caller ID",Kai,,246207.6,3,0,59027.4
IN-2024-23761,6/2/24,6/4/24,특급 배송,MH-18115,허연경,홈 오피스,여주시,경기도,대한민국,OFF-PA-10003390,사무용품,종이,"Enermax Computer Printout Paper, Recycled",Simon,,115790.4,4,0,6854.4
IN-2024-23761,6/2/24,6/4/24,특급 배송,MH-18115,허연경,홈 오피스,여주시,경기도,대한민국,FUR-BO-10000210,가구,책장,"Ikea Library with Doors, Pine",Simon,,1116104.4,3,0,334794.6
ID-2024-10048,6/30/24,7/2/24,특급 배송,TT-21460,반세찬,홈 오피스,성북구,서울특별시,대한민국,OFF-FA-10004362,사무용품,파스너,"Stockwell Thumb Tacks, Metal",Simon,,64515.204,9,0.47,-29396.196
ID-2024-10048,6/30/24,7/2/24,특급 배송,TT-21460,반세찬,홈 오피스,성북구,서울특별시,대한민국,OFF-FA-10003020,사무용품,파스너,"Accos Paper Clips, Bulk Pack",Simon,,45929.376,6,0.47,-27877.824
ID-2024-10048,6/30/24,7/2/24,특급 배송,TT-21460,반세찬,홈 오피스,성북구,서울특별시,대한민국,OFF-SU-10001535,사무용품,일반 사무용품,"Elite Box Cutter, High Speed",Simon,,56584.602,3,0.47,-33103.998
ID-2024-10048,6/30/24,7/2/24,특급 배송,TT-21460,반세찬,홈 오피스,성북구,서울특별시,대한민국,OFF-BI-10001032,사무용품,바인더,"Avery Binding Machine, Recycled",Simon,,83305.44,2,0.17,16046.64
ID-2024-10048,6/30/24,7/2/24,특급 배송,TT-21460,반세찬,홈 오피스,성북구,서울특별시,대한민국,TEC-CO-10003102,사무기기,복사기,"Canon Copy Machine, Color",Simon,,2000255.904,8,0.07,-150556.896
IN-2024-17930,10/17/24,10/22/24,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,FUR-FU-10001246,가구,가구류,"Advantus Frame, Durable",Simon,,661878,6,0,138985.2
IN-2024-17930,10/17/24,10/22/24,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,FUR-BO-10001471,가구,책장,"Sauder Classic Bookcase, Metal",Simon,,3109113,7,0,1492331.4
IN-2024-17930,10/17/24,10/22/24,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,OFF-BI-10002446,사무용품,바인더,"Wilson Jones Binder, Economy",Simon,,92962.8,7,0,17564.4
ID-2024-63955,3/15/24,3/20/24,표준 배송,MT-18070,전정한,홈 오피스,중구,인천광역시,대한민국,TEC-AC-10000860,사무기기,악세사리,"Enermax Numeric Keypad, USB",Simon,,149043.42,5,0.47,-98510.58
IN-2024-58453,2/6/24,2/12/24,표준 배송,EK-13795,박탐희,홈 오피스,사하구,부산광역시,대한민국,OFF-FA-10003833,사무용품,파스너,"OIC Thumb Tacks, Metal",Kai,,14473.8,1,0,1009.8
IN-2024-63388,7/7/24,7/11/24,표준 배송,MH-17785,최춘화,기업 고객,동구,대전광역시,대한민국,TEC-AC-10000896,사무기기,악세사리,"Belkin Numeric Keypad, Erganomic",Luke,,380740.5,7,0.1,29452.5
IN-2024-38937,7/14/24,7/15/24,특급 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,OFF-LA-10002674,사무용품,라벨,"Harbour Creations Color Coded Labels, 5000 Label Set",Simon,,94890.6,7,0,5569.2
IN-2024-78186,10/6/24,10/12/24,표준 배송,QJ-19255,나윤도,기업 고객,거제시,경상남도,대한민국,TEC-AC-10004562,사무기기,악세사리,"Enermax Flash Drive, Programmable",Kai,,351043.2,8,0,13953.6
IN-2024-78186,10/6/24,10/12/24,표준 배송,QJ-19255,나윤도,기업 고객,거제시,경상남도,대한민국,TEC-CO-10002035,사무기기,복사기,"Canon Wireless Fax, High-Speed",Kai,,3459574.8,9,0,276501.6
IN-2024-60602,5/28/24,6/1/24,빠른 배송,DB-12970,강미연,기업 고객,강서구,서울특별시,대한민국,OFF-PA-10002520,사무용품,종이,"Green Bar Cards & Envelopes, Recycled",Simon,,133018.2,3,0.1,57558.6
IN-2024-60602,5/28/24,6/1/24,빠른 배송,DB-12970,강미연,기업 고객,강서구,서울특별시,대한민국,OFF-BI-10001266,사무용품,바인더,"Acco 3-Hole Punch, Economy",Simon,,248851.44,9,0.1,13659.84
IN-2024-62709,12/18/24,12/20/24,빠른 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,OFF-FA-10001651,사무용품,파스너,"Stockwell Thumb Tacks, Bulk Pack",Simon,,27601.2,2,0,7160.4
IN-2024-62709,12/18/24,12/20/24,빠른 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,OFF-ST-10001554,사무용품,수납용품,"Eldon Folders, Industrial",Simon,,71236.8,4,0,2080.8
IN-2024-62709,12/18/24,12/20/24,빠른 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,FUR-CH-10002247,가구,의자,"Hon Executive Leather Armchair, Adjustable",Simon,,468822.6,1,0,89046
IN-2024-25952,4/1/24,4/4/24,특급 배송,RD-19900,노나연,소비자,동구,대구광역시,대한민국,FUR-CH-10001895,가구,의자,"Hon Chairmat, Adjustable",Kai,,106524.72,2,0.1,47344.32
IN-2024-25952,4/1/24,4/4/24,특급 배송,RD-19900,노나연,소비자,동구,대구광역시,대한민국,OFF-SU-10004401,사무용품,일반 사무용품,"Acme Shears, High Speed",Kai,,320785.92,7,0.1,89021.52
ID-2024-75281,11/8/24,11/8/24,당일 배송,BP-11095,배현지,기업 고객,제천시,충청북도,대한민국,OFF-ST-10002791,사무용품,수납용품,"Tenex Shelving, Blue",Luke,,150533.64,3,0.1,-16725.96
ID-2024-75281,11/8/24,11/8/24,당일 배송,BP-11095,배현지,기업 고객,제천시,충청북도,대한민국,OFF-ST-10003088,사무용품,수납용품,"Fellowes Box, Wire Frame",Luke,,86062.5,5,0.1,5737.5
IN-2024-72327,5/30/24,5/30/24,당일 배송,KH-16330,서주철,기업 고객,북구,울산광역시,대한민국,OFF-PA-10000215,사무용품,종이,"Eaton Parchment Paper, Premium",Kai,,27478.8,2,0,1897.2
ID-2024-37985,1/12/24,1/15/24,특급 배송,JK-15325,이우준,기업 고객,계룡시,충청남도,대한민국,OFF-FA-10000027,사무용품,파스너,"Stockwell Rubber Bands, Bulk Pack",Luke,,98776.8,6,0,47368.8
ID-2024-20128,11/26/24,12/2/24,표준 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,OFF-FA-10000353,사무용품,파스너,"Accos Staples, Metal",Edwin,,24841.08,4,0.45,-19957.32
IN-2024-16082,10/6/24,10/10/24,표준 배송,SC-20305,원하얀,소비자,성남시,경기도,대한민국,OFF-ST-10001824,사무용품,수납용품,"Rogers Box, Single Width",Simon,,73440,3,0,4406.4
IN-2024-16082,10/6/24,10/10/24,표준 배송,SC-20305,원하얀,소비자,성남시,경기도,대한민국,TEC-PH-10001362,사무기기,전화기,"Cisco Office Telephone, Cordless",Simon,,339904.8,4,0,81518.4
IN-2024-16082,10/6/24,10/10/24,표준 배송,SC-20305,원하얀,소비자,성남시,경기도,대한민국,OFF-EN-10001946,사무용품,봉투,"Kraft Mailers, Security-Tint",Simon,,40851,1,0,19186.2
IN-2024-27807,12/12/24,12/15/24,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,OFF-AR-10000780,사무용품,필기구,"BIC Highlighters, Easy-Erase",Kai,,158630.4,9,0.1,45716.4
IN-2024-27807,12/12/24,12/15/24,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,OFF-EN-10003715,사무용품,봉투,"Kraft Manila Envelope, Set of 50",Kai,,145906.92,6,0.1,3066.12
IN-2024-27807,12/12/24,12/15/24,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,OFF-SU-10002547,사무용품,일반 사무용품,"Acme Ruler, Steel",Kai,,103522.86,7,0.1,1135.26
IN-2024-27807,12/12/24,12/15/24,빠른 배송,JG-15310,손수혁,기업 고객,달성군,대구광역시,대한민국,FUR-FU-10004241,가구,가구류,"Deflect-O Light Bulb, Black",Kai,,104596.92,6,0.1,12613.32
IN-2024-31321,10/27/24,11/3/24,표준 배송,JR-16210,박현철,기업 고객,의정부시,경기도,대한민국,TEC-PH-10000822,사무기기,전화기,"Apple Speaker Phone, Full Size",Simon,,228747.24,2,0.1,35538.84
ID-2024-15795,2/16/24,2/19/24,빠른 배송,RA-19945,나희라,소비자,청양군,충청남도,대한민국,FUR-CH-10002412,가구,의자,"Hon Bag Chairs, Black",Luke,,78433.92,2,0.1,-7858.08
ID-2024-32469,7/24/24,7/30/24,표준 배송,DM-12955,현지혜,기업 고객,금천구,서울특별시,대한민국,OFF-SU-10000283,사무용품,일반 사무용품,"Stiletto Letter Opener, Easy Grip",Simon,,130264.2,9,0.5,-88678.8
IN-2024-63710,9/9/24,9/9/24,당일 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,OFF-BI-10004140,사무용품,바인더,"Cardinal Index Tab, Clear",Simon,,27417.6,4,0,12240
IN-2024-63710,9/9/24,9/9/24,당일 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,OFF-BI-10004666,사무용품,바인더,"Wilson Jones Binding Machine, Durable",Simon,,51469.2,1,0,23133.6
IN-2024-75785,3/20/24,3/24/24,표준 배송,KW-16570,손보민,소비자,강서구,서울특별시,대한민국,TEC-CO-10004535,사무기기,복사기,"Hewlett Fax Machine, High-Speed",Simon,,1297929.6,4,0,467200.8
IN-2024-75785,3/20/24,3/24/24,표준 배송,KW-16570,손보민,소비자,강서구,서울특별시,대한민국,OFF-EN-10000224,사무용품,봉투,"Cameo Clasp Envelope, Recycled",Simon,,42381,5,0,8415
IN-2024-36690,11/13/24,11/17/24,빠른 배송,DW-13195,류소라,기업 고객,오산시,경기도,대한민국,FUR-TA-10001056,가구,탁자,"Barricks Conference Table, Adjustable Height",Simon,,649218.78,1,0.3,111270.78
IN-2024-62023,12/9/24,12/13/24,빠른 배송,FA-14230,박세현,기업 고객,포천시,경기도,대한민국,OFF-ST-10000704,사무용품,수납용품,"Rogers File Cart, Blue",Simon,,286966.8,2,0,106120.8
ID-2024-19813,11/14/24,11/16/24,특급 배송,TB-21400,김지일,소비자,울주군,울산광역시,대한민국,TEC-AC-10002335,사무기기,악세사리,"Belkin Memory Card, USB",Kai,,211176.72,2,0.1,-16426.08
ID-2024-19813,11/14/24,11/16/24,특급 배송,TB-21400,김지일,소비자,울주군,울산광역시,대한민국,OFF-ST-10002834,사무용품,수납용품,"Smead File Cart, Single Width",Kai,,118311.84,1,0.1,14455.44
ID-2024-19813,11/14/24,11/16/24,특급 배송,TB-21400,김지일,소비자,울주군,울산광역시,대한민국,FUR-TA-10003228,가구,탁자,"Hon Computer Table, Fully Assembled",Kai,,702918.72,2,0.3,-230993.28
ID-2024-19813,11/14/24,11/16/24,특급 배송,TB-21400,김지일,소비자,울주군,울산광역시,대한민국,OFF-ST-10002085,사무용품,수납용품,"Tenex File Cart, Industrial",Kai,,246262.68,2,0.1,103972.68
IN-2024-57662,8/5/24,8/10/24,표준 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,OFF-BI-10002424,사무용품,바인더,"Avery Binder, Economy",Luke,,59211,5,0.1,20349
IN-2024-71256,5/1/24,5/6/24,빠른 배송,NM-18445,조우철,홈 오피스,수영구,부산광역시,대한민국,OFF-FA-10001297,사무용품,파스너,"OIC Staples, 12 Pack",Kai,,43941.6,4,0,8323.2
IN-2024-71256,5/1/24,5/6/24,빠른 배송,NM-18445,조우철,홈 오피스,수영구,부산광역시,대한민국,OFF-EN-10004473,사무용품,봉투,"Ames Interoffice Envelope, with clear poly window",Kai,,198532.8,4,0,9914.4
IN-2024-71256,5/1/24,5/6/24,빠른 배송,NM-18445,조우철,홈 오피스,수영구,부산광역시,대한민국,OFF-ST-10004365,사무용품,수납용품,"Fellowes Shelving, Wire Frame",Kai,,174144.6,3,0,81793.8
